Did,Oid,Cid,Onum,Duint_price
73803,49,54003,4,98
17546,78,71079,1,389
22110,35,41302,5,387
26805,73,68923,7,238
29402,16,41025,1,106
18523,79,98712,8,597
39424,3,10298,9,352
43972,77,71710,4,309
9546,17,57382,8,129
987,91,26925,1,966
10773,93,85395,8,639
16674,13,26627,6,614
40162,8,69797,8,88
32512,32,35299,4,617
37296,8,14056,4,569
19750,90,88230,9,539
17600,11,82413,1,220
54346,49,84141,9,475
63846,65,46027,5,959
73018,3,42734,6,641
79115,25,23832,3,455
43228,11,68715,7,583
24944,88,97605,8,362
15876,76,65273,5,656
43162,82,40636,9,548
33662,66,50838,4,330
32976,23,15542,3,852
23224,88,13394,1,987
56220,42,46131,9,489
13325,2,50639,9,966
10437,8,38157,1,996
71883,94,32202,10,589
79943,98,90913,3,909
25399,74,54258,2,394
32867,35,68442,5,725
16250,38,30632,7,934
75300,48,4498,10,339
48319,34,8540,10,769
492,57,93149,6,122
35554,66,80268,2,217
20757,40,77283,4,197
29618,29,696,10,577
37062,93,17107,9,754
41984,33,35816,1,13
76567,91,57138,8,406
44942,13,87856,10,917
45625,91,4561,2,438
7408,87,28519,6,648
78236,45,24689,5,116
48356,14,32384,3,355
61774,32,89661,2,702
10786,73,2106,4,311
48303,20,56367,9,891
33158,46,33383,6,813
54603,90,9748,2,589
26220,81,42929,4,360
17757,12,31446,3,470
23559,23,63579,2,559
44638,27,70571,6,779
33507,41,11776,1,78
56768,72,46870,10,408
70877,4,15095,3,535
43725,96,53118,8,904
79165,35,88469,7,296
48117,91,28666,7,380
57560,70,83260,9,264
17048,64,46702,6,548
6155,45,49169,1,419
71545,41,67015,5,364
38075,80,56843,9,867
47030,99,91457,4,264
36180,47,36532,5,328
48479,76,88305,6,811
54897,42,23815,9,393
8829,96,92600,6,266
71681,59,48752,6,792
39894,84,54697,2,130
46531,88,17591,8,200
63801,78,90432,8,814
79829,86,71085,4,874
59298,74,49576,3,609
19463,42,26242,8,206
19798,67,69297,7,572
16334,29,38075,5,702
16367,14,67270,8,770
1045,85,9595,9,230
4457,31,38285,7,155
54263,20,26184,7,641
75489,31,12465,4,611
76151,91,68633,2,160
23232,42,51875,5,812
20469,14,2634,8,251
71137,89,95966,4,226
71300,1,42139,4,858
8116,32,73609,3,864
57719,3,89129,6,681
66615,34,5974,9,505
8208,28,72323,6,484
2718,97,94262,7,633
44225,60,9101,1,346
11655,96,15692,9,848
11093,2,598,2,590
30698,12,94555,7,907
34605,45,41739,7,436
2417,95,90493,9,204
53867,42,54173,8,135
15851,85,51455,7,579
21557,40,82069,6,88
12899,97,31698,5,569
68930,61,22244,7,935
75675,9,92763,7,682
47626,41,2616,3,236
40840,97,48795,7,87
70945,78,33169,4,292
51927,41,18940,3,441
60934,76,4845,10,372
2277,70,77856,5,675
78338,18,52658,6,498
73021,64,70713,5,924
2186,2,71416,8,91
29274,94,99517,9,248
12718,50,37948,10,10
60992,60,68653,10,477
29514,25,76254,1,392
73610,87,22777,10,76
61760,65,90653,7,46
59567,65,40593,5,645
27035,97,64315,6,567
12010,60,96444,2,231
53415,87,14816,10,414
13045,53,52008,9,720
37635,72,56744,3,654
75068,95,16948,8,346
70603,93,40484,10,88
61618,34,40344,4,941
73397,37,39092,4,9
71119,39,33299,7,957
59685,68,22728,1,59
16298,18,42851,2,187
74387,16,43531,5,204
28722,33,52191,7,277
36764,61,85826,7,901
31788,21,53677,5,804
25905,83,97832,9,612
32266,48,51788,3,44
5199,99,80745,9,285
64902,35,72252,10,684
43629,73,56583,8,813
29147,63,51455,8,687
12046,6,45676,2,361
30851,73,96513,6,521
2417,62,74532,6,738
1285,6,25012,3,553
37396,82,99949,3,806
993,1,97883,9,593
70240,38,33719,3,547
61926,55,49791,5,801
19004,28,8706,4,13
37756,7,60725,4,135
55354,20,20681,1,958
59138,74,51947,1,379
12944,14,56837,5,902
57032,95,61631,2,190
11820,18,76209,3,756
32420,57,97810,7,937
74997,21,55841,9,519
62712,92,43833,9,197
64916,35,77896,2,529
14638,70,23514,2,403
1776,76,22555,3,402
14191,76,30140,8,480
43280,77,57201,9,881
74289,33,20823,4,448
46061,13,50411,10,856
51755,91,99316,5,460
605,19,96638,8,568
53259,64,81545,1,747
70256,72,34668,7,654
2612,2,92445,3,399
66997,79,36786,1,864
20655,61,2618,8,808
33026,42,2286,1,681
75468,64,96204,1,224
26289,100,46865,1,343
47482,34,16413,2,231
74272,89,61575,5,562
30133,8,61006,2,699
64172,21,6289,5,415
51906,58,29489,8,699
49907,81,76381,2,836
60824,81,19968,4,661
70764,49,152,6,963
73352,10,10779,2,46
47785,59,1720,6,147
54962,4,435,8,399
24049,72,13927,7,930
42868,8,72268,4,833
63297,43,50279,6,543
10713,13,62987,6,110
78273,70,5874,1,635
21642,92,2611,9,443
69518,80,35082,4,174
1455,48,91065,8,744
67778,96,82044,8,316
3208,80,52947,1,953
51326,79,33276,4,963
76555,50,92781,1,111
62367,10,43975,1,995
9246,100,43321,7,29
64988,15,1578,8,408
68435,85,42302,7,791
41289,21,8864,10,913
4861,87,70134,9,473
66709,27,42116,6,529
9758,63,93574,10,473
79358,94,9696,10,834
64303,94,64137,2,500
27758,50,38686,1,914
59320,53,43388,8,736
66652,16,49323,4,305
45803,13,45983,8,517
31456,86,84646,7,300
55496,12,71799,5,94
8875,2,7471,5,313
59431,5,5911,9,138
3254,37,39100,10,759
64951,75,20577,3,93
53681,80,6469,3,667
32047,42,60402,10,341
69873,11,5905,7,737
24366,60,79563,10,102
49638,33,50066,1,8
56130,34,21300,2,825
74451,8,70084,10,842
45207,62,57728,8,771
64702,22,39499,4,299
51390,25,10849,2,760
62971,63,17874,4,592
28979,10,64344,6,193
656,79,63531,7,495
65550,94,53137,1,555
58876,22,41973,8,121
18786,27,26917,10,366
37352,99,58,5,993
42233,98,76428,9,835
76194,1,91117,6,144
70361,58,74087,8,633
4737,96,68956,3,674
13999,61,10301,1,198
28071,87,54659,10,615
76033,83,87430,2,522
39609,38,98323,7,243
42464,71,33491,5,815
21348,6,26266,8,431
43868,81,9553,6,233
42605,90,85580,3,233
12607,70,54121,10,441
62228,22,75422,2,147
29623,53,76480,8,552
49053,9,752,9,930
36229,22,46715,10,350
22086,18,23604,5,46
3846,3,63262,7,79
47748,5,267,1,792
653,96,6293,9,12
47121,19,59565,8,14
62687,76,97254,4,793
33929,11,52003,10,630
65147,46,64771,4,64
60969,92,90580,8,104
13571,87,14546,8,793
41924,26,28280,1,510
35381,31,12291,1,217
74925,63,4359,9,667
53026,12,85752,3,184
48415,14,34668,3,995
72138,12,9488,8,985
13835,48,21477,1,509
33343,18,11488,2,103
47990,51,99924,1,272
1866,67,42195,9,344
17108,14,29008,7,730
38269,80,971,5,984
39962,27,52360,8,121
58065,62,47481,8,561
5811,67,53362,9,401
68578,55,46422,4,299
6132,72,42824,5,114
56550,29,8073,10,760
54898,42,30689,4,962
10113,32,66421,10,266
6018,66,6227,2,573
29459,43,16504,9,705
56381,70,81375,3,497
58590,78,19565,9,557
54445,62,69102,9,112
24365,50,73106,9,719
39198,42,81525,6,506
73473,12,35863,8,501
18202,17,54918,7,464
1303,37,2594,8,227
70252,22,42154,1,679
63920,12,27962,3,459
36283,7,5854,3,307
19882,87,36768,6,382
14315,98,66843,6,284
36220,86,96508,6,456
5194,72,13711,10,471
33982,84,6343,9,209
41584,18,83405,4,318
32714,30,93095,1,909
72422,8,48220,5,34
29677,43,90619,1,721
34429,64,64656,9,999
69932,61,73925,9,257
64659,7,16090,6,420
72663,43,4144,4,527
21458,99,87230,2,181
17902,74,56956,10,732
71511,76,47896,3,562
16061,86,90669,3,924
49303,59,46841,4,478
32515,99,45099,5,534
65272,53,32107,2,495
34499,49,53341,7,3
41694,2,64449,3,37
23855,77,97466,10,150
44840,69,75893,10,914
13509,30,75327,9,721
6935,27,55662,8,174
64705,39,24489,1,147
51065,13,20396,9,288
51612,81,88070,7,700
35435,71,18721,9,367
58359,82,65070,5,874
31899,42,37475,9,11
48274,36,80749,5,701
66208,37,5914,3,925
50038,79,19167,6,654
19155,33,52605,1,487
73127,36,90890,1,38
67757,10,5110,10,807
13493,26,86381,3,853
79175,21,15642,1,570
22622,46,33072,4,23
15507,3,30994,8,508
71550,55,4311,7,520
65681,93,31391,1,976
27507,1,50908,10,199
20636,94,50952,7,26
63237,98,44247,1,255
25974,54,44759,5,283
53770,13,48622,5,486
44808,92,88051,9,279
33719,86,10673,5,65
79675,1,49558,9,673
31671,62,37221,2,927
13014,65,9568,7,614
69929,59,2622,5,876
68273,44,38291,10,16
26284,70,48911,2,938
47941,99,38665,1,344
46220,32,59586,5,140
7026,27,67078,10,472
15595,43,72419,2,469
73968,21,86645,8,973
24172,83,28093,4,522
33128,100,82868,6,832
44784,18,28633,4,868
31415,10,27034,8,934
4024,94,95298,3,130
21075,12,39593,2,359
3427,86,45099,7,831
2865,26,97353,7,794
59842,42,43553,10,956
77487,26,97427,6,782
14617,34,55464,10,816
21274,71,40082,9,938
41234,26,93177,5,121
44813,96,30732,9,266
67559,19,55817,6,353
53100,99,40533,9,646
44974,52,66441,6,203
46424,80,39921,3,371
49271,21,6718,8,93
48473,31,39037,7,887
57407,50,67856,6,878
78344,28,10776,2,442
57997,60,67971,1,906
28113,47,99320,9,494
12273,54,220,3,837
1768,90,48549,7,406
4034,45,52104,7,575
25146,80,59827,8,233
47866,55,2728,6,672
14789,62,57896,7,755
15857,30,67457,9,506
63932,11,20145,5,126
34149,13,17913,3,589
5244,94,52517,9,722
67519,1,83863,6,869
4953,17,95616,7,203
13605,2,50365,2,688
25343,46,89774,9,950
75986,97,85142,5,453
61160,60,5765,6,85
58313,80,32648,10,763
73962,30,96400,9,752
57629,76,51821,2,84
28260,81,60456,9,459
64612,22,99554,4,435
41488,43,5316,3,748
60760,45,36865,5,62
53145,64,80487,10,933
76576,52,80542,1,328
38281,52,87907,3,206
71394,30,41121,3,90
42671,6,6605,1,544
7757,97,12011,5,708
14223,29,53591,4,559
38770,62,99344,6,290
38073,67,81478,8,202
3144,9,49043,10,752
69109,36,97878,9,58
58891,55,79580,7,824
30722,10,82167,9,192
40588,81,18385,6,527
47899,55,24931,7,980
63890,15,93566,7,506
33100,52,98936,7,511
55592,17,4089,7,224
73520,95,17249,5,321
8890,51,47862,6,149
18164,37,41192,8,572
1272,35,1407,3,258
79971,47,81046,9,22
1155,44,32245,6,182
76833,13,19217,8,382
41637,12,48832,6,605
52564,2,49287,7,784
3694,9,41828,5,106
24520,81,85527,4,461
38211,71,60090,3,255
29957,77,61402,2,18
49747,12,70654,1,862
72891,87,92521,4,132
40596,43,29968,1,614
2025,31,47276,3,523
1938,15,17718,4,684
33996,20,85829,8,965
35962,12,54707,2,363
7102,5,18179,5,536
3360,53,77150,10,750
69993,87,54915,7,221
4361,6,34284,1,209
5466,68,75980,1,537
65494,97,13746,8,455
17271,21,99517,2,691
28879,96,79146,9,509
6954,14,10791,3,65
70455,24,74690,4,790
57662,73,52044,7,334
30661,88,62758,7,722
16995,49,88603,1,654
16378,21,31649,5,253
18396,25,87615,3,974
44878,92,97283,5,470
45596,78,15517,10,802
6081,72,98371,2,552
75066,90,90010,10,349
46364,7,24253,4,843
17945,31,3826,8,71
18542,5,31944,1,574
13919,73,46954,8,250
35562,34,74572,4,290
42827,86,73173,5,511
49506,12,48922,3,283
13377,26,23784,8,88
20035,89,51854,5,391
49769,34,64974,5,160
31727,83,20956,7,818
39751,57,24079,8,447
2778,38,62139,3,152
64556,64,14815,2,889
34975,88,98816,6,826
27180,96,37970,9,951
6511,21,91719,5,973
9573,49,41260,4,381
16481,76,27946,3,285
9724,57,26753,9,949
27704,38,42417,5,178
25345,98,86323,4,442
26163,66,71645,2,164
41580,36,46613,1,822
69614,51,77488,7,793
16026,55,62998,3,421
18742,73,53459,10,292
46138,13,29232,8,31
67686,77,95813,4,206
44141,81,10754,2,978
47124,91,23888,7,74
27989,25,78999,8,709
33375,11,2094,6,441
48173,85,10601,2,559
79562,30,71193,3,931
28786,21,20481,10,826
62378,98,83090,10,57
38015,23,6045,1,77
14937,61,1103,4,837
5679,64,74072,7,542
28918,7,97248,5,96
29305,29,72888,3,56
36036,30,30547,3,651
2171,86,56171,1,312
69436,14,46719,10,205
32789,72,38536,6,365
42611,3,63529,3,828
65827,99,33279,1,382
11150,31,83287,4,580
5531,52,40766,10,819
4554,54,57073,5,21
38718,89,22112,8,88
56430,94,28577,9,548
63010,99,64947,10,114
45477,60,40640,5,446
24305,55,62048,2,172
56738,66,92684,7,395
74250,63,46283,1,852
21879,17,17561,6,660
71627,28,44751,6,615
22409,14,88477,9,326
46791,53,16496,3,323
34387,77,24484,4,60
63119,62,12334,4,302
39213,48,10226,3,997
60595,88,5091,4,194
8259,48,55824,7,648
65349,17,67816,1,370
32014,24,16557,8,341
40920,56,73317,10,144
70765,68,87667,1,601
20794,62,79211,2,37
59000,54,94206,9,392
54758,45,54875,9,697
28959,8,46395,8,969
56972,43,61870,4,991
41026,74,15898,3,742
74128,67,62327,1,364
57655,16,57606,10,433
38730,9,32639,5,442
9236,72,99186,7,687
29080,60,92815,1,205
30690,18,84638,5,973
40759,89,89537,7,18
61405,90,39719,6,517
75711,42,43662,6,422
19848,78,9645,1,301
70126,69,238,1,491
23992,85,81742,6,804
9274,71,87810,5,557
63551,90,75439,2,398
56457,80,57160,9,891
74364,56,19044,2,53
71606,56,4400,5,163
1089,45,96472,9,120
33778,42,59050,9,576
35845,5,66398,4,969
25062,80,61747,6,560
19590,29,2004,2,627
5089,44,1950,1,351
30637,32,69310,2,583
45727,90,63612,5,84
69819,30,33047,8,783
738,86,71775,9,92
30546,61,18454,9,4
30509,2,15340,1,782
4781,22,54291,1,880
16982,91,44960,9,136
3498,64,93883,3,901
46685,1,93353,7,122
47772,98,10020,4,684
68186,62,79098,9,775
49019,59,23962,10,399
163,51,69215,9,200
54072,67,5429,5,436
73070,48,57522,7,668
24226,99,96941,8,455
73022,87,16070,4,426
41769,22,63144,2,232
73058,84,95221,7,426
11158,89,46428,5,913
7717,47,88798,2,489
623,65,23377,2,990
10955,58,1700,2,364
38233,22,49649,10,823
16283,51,59295,6,890
41185,79,84029,7,906
53901,76,78406,4,708
1351,71,94564,10,55
20587,93,85030,7,721
67262,6,42561,7,495
14806,71,48104,8,318
33244,91,27322,2,101
27977,9,33372,2,326
66903,56,79819,10,783
13365,30,92265,7,445
60854,73,88200,3,773
40561,90,61821,3,277
11303,68,73097,5,406
7767,62,63049,9,697
31575,22,24193,7,588
56065,96,89666,8,841
20924,77,32081,3,421
11537,43,72127,5,725
9754,91,17487,8,818
62521,83,60952,2,497
59886,11,44692,7,233
55999,76,14425,5,406
50362,24,10312,1,405
60920,26,16083,5,286
26188,2,78704,5,87
34063,88,27892,8,774
12591,43,34538,2,373
77252,89,88382,6,600
12684,44,26894,2,865
29752,62,18023,2,747
67272,34,83738,1,660
77872,50,24726,4,850
31228,83,14716,6,132
46738,89,50142,5,389
64052,33,36182,9,404
29999,32,20424,2,893
31220,20,61458,5,163
39122,22,41470,2,403
5726,69,42770,4,431
16029,21,58116,1,407
71393,65,50225,1,685
38601,30,41829,5,506
34419,88,95431,1,619
29730,71,87812,6,747
63737,42,48566,1,839
77095,2,39715,3,176
79739,89,37597,9,445
21233,15,59310,3,683
26515,11,9832,5,343
39321,70,41936,9,983
20019,67,90751,3,516
74115,100,15447,3,934
34117,35,63612,8,12
20537,81,59792,5,747
41323,87,11820,10,386
40108,77,47342,1,318
69362,42,48551,4,34
37677,67,24156,2,874
17493,26,64019,9,25
21935,23,66639,3,712
13306,39,8386,10,456
6608,65,62166,10,618
34949,21,48251,3,70
8785,40,98892,7,209
55791,54,74828,8,47
62804,21,75937,6,12
40740,41,88232,2,934
1678,1,14933,9,365
7177,50,53843,7,231
62380,85,96567,2,357
1244,46,9435,8,310
60093,67,42959,2,48
8555,93,84010,3,337
25384,52,67598,3,955
25019,3,74557,1,553
47534,82,84644,5,243
61298,76,23298,3,140
17526,90,35,2,813
55823,66,95351,6,283
68467,43,89972,3,603
79868,58,25356,8,368
79830,98,74321,3,567
20646,90,90888,4,971
36061,72,66445,3,704
70422,20,35326,3,944
28663,3,49339,6,500
3929,51,14880,10,809
70962,60,52966,7,613
48924,34,32092,10,624
17536,26,3027,2,912
59285,48,67780,4,906
2595,61,68762,2,640
36287,27,88818,5,301
42067,43,54761,4,242
24817,37,58084,10,480
70132,48,58243,6,101
20819,31,34025,10,727
25337,60,21975,3,245
35713,9,77933,5,760
68153,90,67480,9,427
63173,83,36085,4,891
14318,2,21047,5,636
15602,69,23956,1,681
12979,36,22435,4,954
35263,9,62526,5,669
36706,19,27599,3,990
22815,63,58034,5,385
4528,22,27664,1,744
7944,40,83490,7,351
22653,61,96923,7,481
45987,92,13999,5,783
75992,19,85309,8,303
21332,47,61240,8,973
52991,62,10251,2,164
57857,50,20374,10,35
59228,49,51895,2,271
46470,80,99980,1,21
46702,20,14321,7,576
70987,97,89892,5,794
18183,28,71475,10,566
17777,9,19203,7,77
48011,28,56702,3,536
11547,79,96883,8,495
14584,33,34040,5,196
48805,87,20165,7,245
13068,55,81030,7,818
8780,15,15319,8,865
62100,37,21239,9,779
57936,44,64512,2,64
30455,47,89311,5,462
14748,11,42363,2,359
70882,88,81413,8,662
40095,54,3825,7,56
55949,64,45378,8,697
27527,1,78882,4,482
16872,11,42731,9,817
33950,82,61327,6,465
43384,92,67178,8,961
47672,14,53036,3,228
16770,84,19869,6,421
19303,34,3633,9,746
53310,26,74129,9,35
39072,77,98190,9,847
29076,52,18546,3,684
55148,2,11360,10,735
41502,41,18249,1,682
34103,61,90834,3,985
68912,59,9324,1,497
1269,90,92806,10,972
22198,79,41320,7,333
32044,44,79719,1,431
1058,16,46844,4,117
4704,1,31433,2,97
51685,70,10986,4,51
29739,12,97691,7,161
21988,6,13699,10,303
79185,95,1246,5,623
27944,43,29485,10,585
24699,56,31305,6,451
49890,70,92939,10,69
60581,22,36988,5,359
57679,79,44385,7,485
32751,53,80469,3,960
33357,2,31964,7,364
4012,16,60779,10,172
38335,26,21699,5,487
34530,51,71979,5,248
24898,59,2023,2,327
49050,90,65392,8,642
48904,58,57492,9,542
38829,17,3235,9,243
50789,10,79508,1,21
29956,27,45646,9,617
4416,98,85489,5,415
63327,19,13406,7,291
30185,23,22754,10,176
77363,22,46725,4,428
73581,80,5775,9,151
57255,48,28794,4,535
20988,18,22628,2,557
12203,18,90877,6,923
56574,14,90150,4,224
3838,67,68418,7,919
45254,44,9203,2,836
72324,97,33793,8,278
50579,63,54890,9,107
55329,27,36717,5,714
31817,81,14794,5,209
49985,29,27262,1,960
66774,98,56810,3,914
14964,49,11123,7,373
2075,80,79712,3,865
42271,9,29208,3,174
34978,43,74546,8,432
28230,72,70413,1,693
15206,38,91082,7,2
46329,17,60179,5,587
14165,71,58009,2,66
53050,39,9985,5,172
39725,38,92361,9,774
58448,18,96309,7,537
29925,10,1361,9,972
51372,55,53832,4,419
72162,56,55470,4,640
45614,100,39420,3,119
42356,75,47241,7,384
11684,7,56617,1,811
31407,52,76190,1,763
14834,86,1242,3,405
30100,95,46825,10,788
28116,1,80005,4,356
48935,11,27680,7,960
65090,5,28062,10,300
26780,1,40513,4,654
4998,36,85480,3,232
71136,84,52908,7,919
17543,95,92470,4,382
12688,12,47186,9,947
55849,10,57838,5,136
62082,25,62968,2,448
25120,6,92699,10,69
55684,3,66079,5,383
78489,4,1159,4,704
35573,76,60142,8,599
75467,52,99331,3,816
8418,49,19922,5,802
14338,51,61029,10,985
12322,86,96964,5,371
43283,66,60674,5,758
64886,64,52346,9,594
7675,8,59131,9,2
64765,76,55301,2,809
46652,77,11091,6,747
13867,89,9564,7,310
20079,44,59889,8,900
13335,33,37000,8,286
68490,66,49492,2,594
16120,2,74256,6,737
6667,42,88780,5,708
55438,74,81584,7,611
72021,88,58741,3,874
43733,6,32769,5,327
277,96,43630,1,757
11474,27,89352,2,507
13435,73,37267,4,44
73658,22,25607,7,627
65044,23,64201,4,286
12336,23,65675,2,310
77192,11,45143,2,407
2393,48,47089,3,341
52130,25,93820,4,676
46657,94,69244,8,206
11547,20,54826,4,432
28217,86,94279,2,36
48640,2,48727,3,953
55952,87,18203,5,483
36301,43,66699,9,633
4310,85,48281,2,29
48056,78,81623,8,638
39579,61,66453,1,299
42999,93,76878,9,902
55092,35,99619,5,740
77119,91,26027,7,260
30440,86,64234,9,4
23599,76,12932,6,917
24837,72,40687,8,493
59579,58,91010,4,630
13114,6,72336,10,175
23643,73,75967,9,281
78787,20,3946,5,776
61643,94,64062,1,448
78323,37,95314,7,457
16607,33,85663,4,834
1010,17,61981,4,429
73483,1,65744,4,897
11970,68,40370,4,19
21821,1,58984,2,726
11291,35,40880,3,59
64674,81,43947,7,389
43451,96,13910,10,97
10793,34,32872,8,951
55987,41,66567,2,725
10200,30,74599,6,660
53406,78,25301,8,908
60262,8,58512,2,195
75203,83,58134,4,3
51386,30,28942,2,214
31634,98,540,10,923
7077,54,42657,5,721
77642,43,70775,3,47
36774,24,10251,6,729
17583,88,18754,5,703
53636,35,83686,9,339
59950,97,59219,5,354
17898,76,68253,3,261
31266,45,81426,6,891
34169,28,14075,5,986
68043,92,88973,1,702
17040,46,14916,7,416
68026,34,2058,2,802
48350,23,69528,1,300
18129,44,93437,8,261
30215,93,90701,6,951
25764,22,28400,1,115
77903,49,89030,4,99
52271,87,19684,3,298
47769,73,42533,6,760
76477,10,41578,3,178
57889,67,24911,9,400
46366,45,97302,8,37
73612,14,74456,8,338
22120,85,61630,5,626
13113,8,78702,9,68
29645,82,66880,7,502
57551,18,62759,2,539
