Pid,Pname,Pweight,Psize
4509,薯片,9,67 25 8
813,书,95,4 65 48
7308,帽子,59,25 31 48
7408,椅子,44,3 58 22
4609,椅子,55,96 34 7
4709,蛋黄派,76,40 74 11
7508,蛋黄派,16,10 23 64
3010,蛋黄派,72,61 44 76
7608,键盘,2,87 1 60
2011,蛋黄派,58,85 94 16
1312,香蕉,21,38 78 67
4809,书,91,52 80 5
2111,帽子,62,19 90 91
7708,垃圾袋,4,46 27 95
7808,书,73,53 53 96
4909,苹果,28,18 1 92
7908,香蕉,89,14 21 80
3110,垃圾袋,92,29 100 84
8008,薯片,33,50 93 31
3209,键盘,52,30 29 32
416,蛋黄派,64,78 38 36
5009,帽子,80,26 57 94
8108,蛋黄派,88,28 30 16
2211,键盘,45,14 58 60
5109,垃圾袋,59,73 89 1
8208,上衣,77,42 93 84
3310,垃圾袋,16,20 39 27
913,苹果,86,32 10 12
8308,矿泉水,29,10 20 35
1412,垃圾袋,84,79 22 9
5209,薯片,60,59 5 20
5309,矿泉水,32,83 10 21
8408,上衣,28,85 15 100
3410,电脑,73,54 69 41
8508,苹果,50,95 68 68
2311,香蕉,72,74 53 2
8608,电脑,50,65 43 49
218,书,42,61 20 71
3510,茶叶,100,86 54 27
5409,电脑,75,83 96 24
8708,椅子,9,54 81 72
515,帽子,69,25 79 69
5509,上衣,44,90 2 81
8808,香蕉,85,33 87 55
2411,键盘,66,61 15 54
8908,蛋黄派,92,45 28 23
714,键盘,15,34 81 60
5609,垃圾袋,31,75 8 85
9008,垃圾袋,32,21 55 91
3610,电脑,93,96 15 65
9108,薯片,25,26 54 78
5709,帽子,38,17 85 30
1013,矿泉水,44,96 43 42
9208,椅子,43,11 93 63
5809,茶叶,55,65 77 35
5810,帽子,43,64 46 63
5811,蛋黄派,7,9 48 36
5909,椅子,61,97 75 71
9308,矿泉水,55,37 19 54
3810,电脑,30,5 51 64
9408,矿泉水,36,93 19 87
9409,键盘,14,1 38 92
6009,书,62,2 86 75
6010,电脑,59,3 52 28
120,垃圾袋,52,61 61 57
6110,苹果,20,86 58 11
6111,垃圾袋,58,57 91 100
6112,垃圾袋,56,10 99 62
3910,苹果,75,1 95 97
3710,帽子,53,78 98 57
2611,垃圾袋,67,87 100 90
2612,茶叶,82,7 88 80
1113,香蕉,63,84 48 57
1114,电脑,70,69 95 67
1115,矿泉水,37,73 40 91
6310,薯片,27,29 42 76
9808,椅子,66,31 80 77
6409,书,25,19 58 70
9908,帽子,72,72 94 26
2711,茶叶,53,66 58 64
10008,苹果,63,33 78 68
1712,垃圾袋,81,26 17 91
6509,薯片,48,18 10 97
4110,上衣,25,80 70 32
6609,矿泉水,57,51 96 11
6709,茶叶,53,28 24 24
1213,键盘,54,84 71 81
4210,电脑,64,36 58 54
6809,蛋黄派,66,18 85 88
2811,上衣,81,42 59 100
1812,薯片,79,61 80 48
6909,薯片,32,70 90 15
7009,香蕉,94,71 79 50
615,矿泉水,16,48 25 9
4310,香蕉,8,33 11 91
7109,苹果,82,39 98 30
2911,薯片,42,69 95 2
4409,书,78,19 53 44
7210,苹果,55,24 40 58
1912,上衣,65,25 58 4
4510,垃圾袋,44,68 49 69
814,垃圾袋,41,18 2 5
7309,垃圾袋,15,82 3 53
7409,键盘,37,62 47 36
4610,蛋黄派,60,26 38 41
4710,帽子,12,62 23 89
7509,香蕉,18,41 41 85
3011,电脑,43,71 43 95
7609,上衣,87,84 21 47
2012,电脑,5,31 92 26
1313,上衣,92,49 35 90
4810,电脑,52,66 13 25
2112,茶叶,80,31 28 20
7709,电脑,65,26 96 29
7809,茶叶,66,43 3 86
4910,苹果,51,62 29 26
7909,椅子,11,1 12 47
3111,薯片,43,62 30 1
8009,椅子,73,43 31 31
3210,矿泉水,79,44 74 28
417,香蕉,30,40 20 69
5010,帽子,65,29 63 37
8109,椅子,47,75 14 48
2212,茶叶,10,92 72 31
5110,蛋黄派,9,71 12 12
8209,茶叶,86,5 14 81
3311,椅子,85,92 37 62
914,苹果,79,42 72 76
8309,茶叶,56,69 91 70
1413,矿泉水,72,12 75 23
5210,苹果,21,21 90 82
5310,椅子,55,92 11 85
5311,香蕉,92,53 34 46
3411,矿泉水,39,18 52 37
8409,电脑,21,5 96 84
8410,香蕉,4,93 16 88
8411,键盘,66,24 22 60
219,香蕉,16,12 21 98
2312,香蕉,83,27 36 14
5410,薯片,21,39 1 66
5411,茶叶,65,55 91 56
5412,苹果,83,74 19 100
5413,蛋黄派,60,77 26 14
5414,键盘,58,71 89 56
5415,垃圾袋,7,44 14 99
5416,蛋黄派,52,80 50 68
5417,薯片,84,82 41 34
5418,矿泉水,61,68 5 30
5419,茶叶,65,90 77 20
5420,电脑,34,89 42 56
5421,电脑,57,72 72 3
5422,蛋黄派,15,10 92 32
5423,键盘,32,28 3 96
5424,矿泉水,17,88 28 44
5425,茶叶,15,34 27 67
5426,蛋黄派,41,74 66 98
5427,书,90,14 68 10
5428,垃圾袋,67,1 43 78
5429,苹果,29,52 75 97
5430,矿泉水,89,29 17 64
6011,苹果,65,58 2 86
6113,键盘,82,86 81 48
1512,电脑,53,37 74 85
2511,蛋黄派,71,77 70 9
9508,苹果,75,84 46 44
9608,书,76,100 37 94
1612,电脑,59,49 1 54
1613,垃圾袋,90,54 7 81
3911,书,55,21 22 75
3711,矿泉水,72,19 83 33
6209,蛋黄派,92,72 82 16
6210,苹果,19,11 73 40
6211,上衣,74,9 91 36
4010,香蕉,18,7 5 41
1116,椅子,58,79 39 100
6311,薯片,35,64 100 83
9809,矿泉水,41,34 62 64
6410,茶叶,33,82 96 94
9909,椅子,27,60 97 48
2712,垃圾袋,32,27 30 42
10009,苹果,5,88 94 74
1713,键盘,8,93 86 64
6510,电脑,94,68 27 37
4111,上衣,48,2 57 34
6610,苹果,74,5 8 23
6710,薯片,57,92 78 98
1214,椅子,4,99 91 32
4211,上衣,92,20 71 37
6810,薯片,14,35 98 8
2812,蛋黄派,93,51 97 44
1813,帽子,49,1 4 63
6910,薯片,82,72 98 76
7010,苹果,91,55 19 32
616,薯片,4,49 57 92
4311,薯片,64,85 77 35
7110,茶叶,36,68 94 21
2912,上衣,24,17 31 16
4410,电脑,57,92 3 50
7211,电脑,34,34 86 12
1913,苹果,29,50 38 28
4511,矿泉水,19,97 66 26
815,上衣,23,15 1 80
7310,书,83,44 87 51
7410,书,33,17 3 16
4611,垃圾袋,65,19 61 17
4711,蛋黄派,75,59 71 91
7510,椅子,48,15 51 47
3012,电脑,44,22 83 23
7610,薯片,13,39 52 94
2013,蛋黄派,100,25 35 1
1314,椅子,4,19 13 6
4811,薯片,57,92 42 1
2113,矿泉水,40,61 93 81
7710,电脑,99,46 54 24
7810,矿泉水,83,16 65 41
4911,椅子,61,26 98 58
7910,薯片,96,52 72 76
3112,薯片,94,85 54 12
8010,矿泉水,3,38 92 13
3211,电脑,14,50 32 79
418,香蕉,37,47 52 28
5011,垃圾袋,15,73 5 76
8110,键盘,36,17 69 29
8111,书,66,32 90 90
8112,苹果,12,47 29 37
5111,电脑,76,24 55 27
3312,电脑,91,72 89 69
915,矿泉水,94,72 85 14
8310,薯片,73,87 1 50
1414,椅子,63,34 38 12
5211,矿泉水,5,60 93 15
5312,垃圾袋,29,49 32 94
8509,薯片,7,49 99 83
3412,蛋黄派,100,46 66 59
8412,书,64,21 8 99
8609,蛋黄派,89,88 64 1
3511,垃圾袋,80,74 9 51
220,垃圾袋,14,11 68 75
2313,香蕉,59,57 6 80
9009,椅子,32,57 55 31
9109,电脑,55,58 64 20
1014,薯片,53,73 93 43
9209,电脑,6,92 98 20
5812,矿泉水,32,44 52 13
5910,帽子,44,10 61 76
9309,苹果,69,90 21 76
3811,矿泉水,3,73 48 72
8709,蛋黄派,65,30 7 1
516,苹果,42,35 35 11
5510,香蕉,54,94 60 17
8809,垃圾袋,49,1 84 53
2412,垃圾袋,47,44 3 24
8909,上衣,68,89 2 41
715,矿泉水,48,72 69 25
5610,椅子,19,34 17 36
3611,香蕉,72,93 52 38
5710,香蕉,41,39 30 50
9410,电脑,69,67 92 86
121,垃圾袋,35,58 49 9
5431,垃圾袋,91,75 95 89
6012,键盘,79,25 70 93
6114,蛋黄派,35,63 10 76
1513,电脑,10,64 15 52
2512,帽子,41,3 18 55
9509,香蕉,96,73 31 60
9609,茶叶,22,34 66 60
1614,香蕉,90,82 36 42
9708,薯片,16,73 80 80
3912,椅子,14,4 80 14
3712,电脑,70,84 23 26
6212,电脑,84,84 68 20
4011,电脑,63,76 15 81
2613,帽子,57,54 67 57
316,垃圾袋,73,68 23 76
1117,蛋黄派,74,8 48 62
6312,帽子,18,36 41 32
9810,矿泉水,13,20 35 40
6411,苹果,15,10 86 16
9910,香蕉,38,83 44 36
2713,键盘,8,28 84 95
10010,苹果,72,71 95 67
1714,电脑,51,99 70 5
6511,电脑,13,16 71 26
4112,椅子,53,60 100 58
6611,键盘,85,40 16 90
6711,键盘,27,18 65 31
1215,垃圾袋,12,68 3 62
4212,椅子,48,15 82 97
6811,薯片,97,39 5 30
2813,书,27,1 7 78
1814,键盘,73,63 90 54
6911,苹果,96,84 37 97
7011,香蕉,28,38 90 36
617,茶叶,21,46 98 70
4312,椅子,34,70 93 37
7111,香蕉,85,71 3 24
2913,电脑,43,92 30 68
4411,电脑,43,65 72 47
7212,薯片,60,38 80 80
1914,茶叶,60,95 8 82
4512,上衣,94,71 39 61
816,苹果,34,43 12 45
7311,上衣,8,15 71 96
7411,香蕉,77,87 86 8
4612,键盘,22,41 2 77
4712,垃圾袋,30,79 10 88
7511,矿泉水,69,46 97 7
3013,书,17,59 63 71
7611,薯片,90,12 30 76
2014,电脑,11,33 14 67
1315,书,68,3 91 78
1316,电脑,14,37 24 64
1317,香蕉,58,90 99 48
1318,帽子,91,37 23 20
7711,键盘,97,64 4 27
4912,垃圾袋,30,77 9 86
7911,苹果,56,6 12 98
3113,书,72,28 68 97
8011,书,16,73 62 68
3212,茶叶,53,2 59 54
419,椅子,87,71 60 2
5012,椅子,10,2 57 10
2213,垃圾袋,87,85 66 56
8210,苹果,73,100 84 94
8113,帽子,36,84 7 43
5112,垃圾袋,14,14 39 56
3313,蛋黄派,47,90 90 14
916,电脑,49,53 38 2
8311,上衣,85,45 33 2
1415,香蕉,97,39 9 37
5212,上衣,78,59 62 33
5313,椅子,28,13 16 99
8510,电脑,75,69 71 29
3413,薯片,14,91 52 54
8413,薯片,72,74 59 73
8610,键盘,36,92 44 69
3512,茶叶,79,50 72 40
221,垃圾袋,42,59 13 52
2314,苹果,91,39 83 19
9010,苹果,48,32 30 34
9110,蛋黄派,10,39 46 9
1015,苹果,60,39 59 90
9210,香蕉,2,95 84 91
5813,电脑,34,4 45 66
5911,椅子,84,93 77 24
9310,电脑,76,66 51 87
3812,薯片,33,81 75 19
8710,电脑,91,49 34 13
517,键盘,46,87 40 72
5511,书,100,19 64 40
8810,茶叶,78,42 35 86
2413,薯片,43,4 94 95
8910,椅子,27,100 99 54
716,苹果,54,18 18 77
5611,上衣,86,58 49 37
3612,书,51,94 72 79
5711,椅子,8,76 17 54
9411,电脑,67,60 9 5
122,蛋黄派,97,44 3 9
5432,键盘,94,79 94 82
6013,椅子,51,17 77 56
6115,上衣,53,58 63 41
1514,蛋黄派,78,44 79 75
2513,电脑,55,96 94 21
9510,书,18,8 56 32
9610,蛋黄派,6,31 75 21
1615,椅子,78,65 64 27
9709,垃圾袋,72,13 94 23
3913,薯片,24,86 96 36
3713,上衣,39,10 53 45
6213,上衣,85,70 4 86
4012,椅子,80,38 57 26
2614,茶叶,62,57 6 5
317,电脑,61,44 79 44
318,香蕉,97,11 66 14
319,电脑,67,88 55 24
1118,苹果,70,55 67 59
6412,苹果,32,58 64 62
6413,椅子,19,48 38 1
2714,茶叶,75,45 72 40
2715,帽子,6,53 95 24
10011,垃圾袋,93,74 97 31
6512,矿泉水,26,56 55 38
4113,帽子,51,31 11 57
4114,苹果,16,77 5 9
6612,矿泉水,7,12 68 4
6613,垃圾袋,10,54 30 19
4213,蛋黄派,87,70 91 29
4214,垃圾袋,12,12 99 62
4215,薯片,80,86 10 21
6812,上衣,6,45 53 59
6813,苹果,23,45 81 91
7012,帽子,4,75 91 35
618,茶叶,22,30 69 63
4313,椅子,69,23 90 4
7112,茶叶,7,11 34 76
2914,垃圾袋,100,74 99 96
4412,矿泉水,94,71 18 50
7213,薯片,69,99 45 87
7214,香蕉,44,75 15 64
7215,苹果,98,25 17 99
1915,帽子,54,47 88 54
7312,薯片,89,80 80 27
7412,帽子,24,22 69 45
4613,垃圾袋,8,33 17 30
4614,键盘,43,52 82 96
4615,椅子,50,79 53 81
4616,帽子,19,35 18 37
3014,书,54,86 99 25
7612,薯片,99,11 2 81
7613,矿泉水,63,53 80 11
7614,矿泉水,98,68 82 4
2114,苹果,94,19 71 22
1319,椅子,66,47 60 39
7712,上衣,53,61 82 48
4913,蛋黄派,53,41 21 92
7912,帽子,31,30 91 13
3114,茶叶,76,90 12 16
8012,上衣,71,77 73 22
3213,垃圾袋,63,55 94 1
420,上衣,74,99 87 70
5013,茶叶,65,5 31 69
2214,电脑,32,12 84 9
8211,苹果,32,31 42 51
8114,香蕉,37,45 3 64
5113,香蕉,7,32 44 23
3314,香蕉,96,99 13 58
917,上衣,13,83 94 54
8312,茶叶,37,63 25 31
1416,键盘,28,4 56 85
5213,垃圾袋,15,45 66 1
5314,上衣,78,47 24 45
8511,帽子,43,29 13 10
3414,椅子,21,98 20 72
8414,矿泉水,87,54 35 71
8611,蛋黄派,80,84 95 5
3513,电脑,66,4 100 87
222,书,53,70 73 38
2315,茶叶,78,27 63 46
9011,矿泉水,85,25 46 57
9111,帽子,31,58 64 69
1016,书,58,61 41 77
9211,书,9,63 40 25
5814,香蕉,59,51 98 79
5912,电脑,18,93 97 49
9311,香蕉,24,33 48 39
3813,蛋黄派,12,83 24 17
8711,电脑,10,35 3 3
518,帽子,56,15 11 66
5512,茶叶,38,94 95 14
8811,电脑,90,33 33 22
2414,键盘,82,41 67 15
8911,垃圾袋,31,23 97 42
717,苹果,47,27 35 61
5612,香蕉,19,28 88 94
3613,上衣,6,15 79 92
5712,香蕉,87,18 71 25
9412,香蕉,27,35 2 4
123,蛋黄派,15,41 49 68
5433,茶叶,18,91 90 14
6014,茶叶,62,62 82 14
6116,帽子,69,87 92 96
1515,矿泉水,80,87 11 24
2514,蛋黄派,26,71 97 25
9511,电脑,13,15 84 48
9611,电脑,4,27 29 91
1616,椅子,73,47 93 76
9710,茶叶,89,29 81 83
3914,键盘,78,15 65 92
3714,矿泉水,17,66 98 83
6214,薯片,9,74 21 31
4013,茶叶,76,29 83 8
2615,垃圾袋,68,9 63 15
9811,电脑,99,87 61 30
6313,薯片,7,57 14 77
320,上衣,33,5 62 8
1119,蛋黄派,11,14 12 33
6414,书,66,35 15 55
9911,矿泉水,82,41 71 26
1715,上衣,69,100 75 71
2716,椅子,57,14 44 16
10012,蛋黄派,24,96 65 22
6513,帽子,58,53 24 78
6712,蛋黄派,12,14 50 9
4115,椅子,69,93 59 5
6614,帽子,23,88 90 96
1216,苹果,64,34 24 84
2814,垃圾袋,13,39 15 26
4216,薯片,69,8 97 99
4217,蛋黄派,2,51 33 80
6912,香蕉,28,96 63 26
6913,苹果,4,58 32 58
6814,蛋黄派,90,88 98 60
619,电脑,30,97 93 32
4314,蛋黄派,38,37 56 38
7113,薯片,88,29 78 67
2915,电脑,96,52 66 38
4413,香蕉,72,80 33 19
4513,书,51,54 81 62
7216,茶叶,2,89 80 22
817,矿泉水,62,38 63 19
1916,矿泉水,24,45 51 31
7313,帽子,80,81 91 9
7413,蛋黄派,32,91 92 70
4617,蛋黄派,15,91 48 25
4713,蛋黄派,26,91 14 9
4714,垃圾袋,26,84 72 26
4715,垃圾袋,18,66 73 54
3015,垃圾袋,37,61 46 87
7811,苹果,43,64 24 26
7615,茶叶,39,64 13 53
4812,蛋黄派,13,58 41 23
2115,帽子,76,57 22 91
1320,香蕉,56,68 53 41
7713,垃圾袋,20,3 10 48
4914,垃圾袋,57,66 54 82
7913,电脑,69,87 94 32
3115,矿泉水,40,85 38 18
8013,苹果,32,83 81 59
3214,帽子,36,18 74 19
421,垃圾袋,52,41 11 6
5014,键盘,48,2 19 30
2215,垃圾袋,17,49 41 38
8212,香蕉,53,60 71 95
8115,蛋黄派,66,51 36 67
5114,键盘,34,80 15 28
3315,上衣,30,39 32 83
918,电脑,11,42 99 59
8313,矿泉水,53,82 36 19
1417,垃圾袋,87,42 13 86
1418,蛋黄派,13,65 15 71
1419,书,15,70 62 92
1420,苹果,23,52 16 88
5214,上衣,55,40 29 19
8415,书,7,88 35 88
8612,电脑,46,59 97 89
3514,帽子,18,34 61 34
223,椅子,51,82 78 56
2316,椅子,74,24 95 12
9012,薯片,92,53 39 83
9112,茶叶,80,69 37 82
1017,矿泉水,4,23 45 33
9212,电脑,73,32 62 56
5815,帽子,50,27 55 16
5913,蛋黄派,69,37 80 5
9312,香蕉,21,54 12 7
9313,薯片,61,63 35 81
3814,垃圾袋,93,99 9 93
8712,茶叶,69,55 52 91
5513,薯片,60,34 60 85
5514,垃圾袋,10,44 68 99
8812,香蕉,72,42 48 19
8912,上衣,10,84 48 16
718,薯片,67,3 57 57
5613,垃圾袋,64,14 9 72
3614,苹果,39,88 56 77
5713,上衣,77,48 100 3
9413,苹果,54,42 31 20
124,苹果,51,56 84 26
5434,书,69,79 51 41
6015,椅子,48,72 13 50
6117,键盘,51,76 88 95
1516,椅子,29,65 14 44
2515,苹果,56,19 8 5
9512,垃圾袋,9,56 88 73
9612,薯片,10,87 38 85
1617,键盘,19,74 21 64
9711,椅子,80,71 87 15
3915,蛋黄派,45,69 6 92
3715,薯片,28,73 47 66
6215,茶叶,56,27 65 89
4014,帽子,69,59 28 66
2616,键盘,48,62 70 65
9812,薯片,69,9 17 64
6314,矿泉水,70,67 59 88
321,键盘,83,42 84 20
1120,键盘,73,17 69 76
6415,薯片,32,78 76 10
9912,书,81,43 14 48
1716,苹果,53,50 27 2
2717,薯片,93,58 18 59
10013,蛋黄派,76,26 69 13
6514,书,95,42 16 9
6713,矿泉水,48,39 11 29
4116,香蕉,96,31 74 26
6615,蛋黄派,76,44 1 59
1217,椅子,3,19 20 30
2815,蛋黄派,89,12 66 57
4218,薯片,10,28 97 40
1815,上衣,75,8 82 7
6914,苹果,65,43 89 26
7013,电脑,74,72 39 61
6815,茶叶,50,24 5 5
620,矿泉水,13,52 88 37
4315,电脑,6,55 48 61
7114,蛋黄派,48,36 3 82
2916,书,90,21 14 72
4414,薯片,37,2 39 67
4514,垃圾袋,67,39 2 35
7217,茶叶,34,72 50 91
818,书,76,13 32 46
1917,电脑,53,4 38 40
7314,电脑,5,85 40 76
7414,矿泉水,88,67 68 66
4618,垃圾袋,21,91 32 5
2015,书,17,42 79 78
7512,帽子,85,47 7 84
4716,帽子,82,94 95 8
3016,键盘,17,62 36 20
7812,上衣,3,90 6 83
7616,垃圾袋,49,73 78 57
4813,薯片,63,70 31 78
2116,书,97,28 3 16
1321,香蕉,69,30 77 84
7714,垃圾袋,80,73 74 7
4915,书,84,12 29 37
7914,茶叶,77,76 55 45
3116,矿泉水,15,33 54 47
8014,帽子,20,94 12 40
3215,电脑,52,28 23 70
422,薯片,71,21 62 77
5015,垃圾袋,22,12 4 81
2216,垃圾袋,73,70 40 34
8213,上衣,92,19 94 47
8116,电脑,33,76 70 25
5115,椅子,99,94 80 82
3316,书,31,69 78 62
919,书,35,92 65 96
8314,电脑,11,38 73 21
5315,书,84,61 58 33
8512,上衣,81,78 15 78
3415,香蕉,21,96 46 10
1421,苹果,52,31 13 22
5215,矿泉水,81,88 54 84
8416,薯片,89,94 67 95
8613,茶叶,81,16 35 57
3515,帽子,24,61 22 51
224,垃圾袋,25,89 5 41
2317,键盘,59,42 19 45
9013,书,18,92 99 49
9113,键盘,64,57 24 21
1018,键盘,49,65 29 81
9213,上衣,30,57 33 46
5816,上衣,68,50 31 60
5914,上衣,1,52 13 16
9314,帽子,86,100 58 19
3815,电脑,94,63 80 11
519,电脑,70,58 23 53
8713,香蕉,26,90 51 10
2415,茶叶,38,96 35 54
5515,键盘,40,86 37 4
8813,矿泉水,60,33 47 85
8913,上衣,51,17 73 63
719,茶叶,45,32 6 12
5614,香蕉,54,55 42 84
3615,书,90,22 69 87
5714,书,100,80 42 67
9414,香蕉,4,38 100 21
125,上衣,48,60 28 53
5435,书,2,5 79 53
6016,键盘,17,58 50 98
6118,垃圾袋,43,44 57 17
1517,矿泉水,40,46 97 90
2516,香蕉,14,23 75 15
9513,蛋黄派,31,48 65 15
9613,椅子,34,97 59 39
1618,香蕉,75,10 42 68
9712,帽子,84,43 72 90
3916,书,40,17 55 28
3716,书,87,14 39 45
6216,书,59,2 55 44
4015,茶叶,97,68 26 10
2617,垃圾袋,45,80 70 17
9813,电脑,58,64 30 27
6315,帽子,45,26 20 90
322,香蕉,71,47 87 89
1121,书,75,66 4 76
6416,香蕉,37,17 63 18
9913,椅子,22,96 24 2
1717,帽子,2,45 52 23
2718,书,98,44 72 26
10014,键盘,21,2 10 48
6515,电脑,85,49 21 38
6714,书,5,34 45 1
4117,椅子,51,9 28 65
6616,薯片,59,92 53 74
1218,苹果,14,5 38 70
2816,薯片,96,1 38 8
4219,键盘,18,4 80 86
1816,蛋黄派,25,99 15 52
6915,蛋黄派,40,90 28 96
7014,蛋黄派,71,20 53 62
6816,帽子,56,90 85 83
621,蛋黄派,55,4 67 21
4316,薯片,16,78 76 48
7115,书,47,34 42 75
2917,茶叶,51,67 86 81
4415,香蕉,71,59 13 51
4515,上衣,25,60 43 96
7218,茶叶,31,80 86 3
819,茶叶,87,63 92 53
1918,苹果,18,4 15 65
7315,上衣,4,90 62 98
7415,椅子,31,65 55 54
4619,椅子,38,61 31 87
2016,书,39,67 94 68
2017,茶叶,99,16 87 72
2018,垃圾袋,94,43 45 56
3017,键盘,89,96 47 9
7813,帽子,39,87 60 88
7814,苹果,79,47 87 2
7815,茶叶,53,28 52 24
2117,蛋黄派,94,84 56 53
1322,上衣,66,90 15 22
1323,上衣,86,81 92 57
1324,茶叶,2,20 24 15
7915,电脑,6,77 57 60
3117,苹果,73,1 67 49
8015,书,19,61 30 22
3216,电脑,16,69 3 31
3217,电脑,34,42 72 70
5016,键盘,31,1 97 68
5017,薯片,35,89 21 44
5018,蛋黄派,86,52 76 97
8117,垃圾袋,75,29 5 27
5116,苹果,34,1 12 60
3317,苹果,69,86 4 24
3318,茶叶,85,91 29 30
3319,蛋黄派,97,27 68 99
5316,苹果,68,69 60 83
5317,帽子,56,50 53 91
4717,茶叶,75,19 99 32
1422,香蕉,55,67 8 41
5216,薯片,100,65 59 91
8417,键盘,32,75 49 56
8614,香蕉,67,66 90 4
8615,垃圾袋,22,91 54 71
3516,矿泉水,19,55 15 44
2318,书,22,22 83 66
9014,键盘,53,17 67 75
9114,苹果,49,93 64 72
1019,书,65,25 82 16
1020,书,19,14 33 32
1021,书,50,1 19 58
1022,苹果,28,84 79 80
9214,上衣,76,18 80 91
3816,书,31,31 70 71
3817,椅子,95,55 64 85
3818,椅子,95,81 88 25
3819,香蕉,9,54 34 26
3820,帽子,59,66 75 94
520,薯片,23,84 22 30
8914,电脑,18,21 28 67
720,键盘,16,15 28 37
721,蛋黄派,40,59 75 51
5615,薯片,96,68 8 81
5616,茶叶,36,52 59 71
5715,上衣,5,85 30 88
126,书,20,16 18 54
5436,电脑,42,9 50 34
6017,椅子,62,88 42 97
6119,电脑,17,89 79 2
1518,矿泉水,51,91 70 88
2517,椅子,46,96 76 66
9514,电脑,60,99 76 20
9515,蛋黄派,21,5 97 70
1619,垃圾袋,42,40 37 9
9713,薯片,18,96 9 85
3917,垃圾袋,27,18 74 76
3717,椅子,97,61 79 35
6217,帽子,15,37 38 35
4016,书,7,86 89 33
2618,苹果,19,59 66 32
9814,书,34,83 5 22
6316,香蕉,13,44 99 37
323,书,65,57 34 50
1122,香蕉,71,24 40 31
6417,苹果,72,46 3 6
9914,垃圾袋,83,45 2 32
1718,键盘,5,35 52 31
2719,书,56,5 11 37
10015,蛋黄派,86,95 96 18
6516,薯片,70,88 23 90
6715,电脑,56,4 37 33
4118,电脑,12,60 45 78
6617,矿泉水,76,57 54 13
1219,垃圾袋,4,54 58 49
2817,垃圾袋,62,88 56 42
4220,上衣,53,65 2 82
1817,垃圾袋,90,74 67 52
6916,茶叶,6,87 27 8
7015,苹果,50,100 83 21
6817,书,89,98 57 94
622,键盘,63,56 100 100
4317,书,57,92 61 90
7116,苹果,93,97 61 6
2918,薯片,21,36 72 84
4416,电脑,83,95 93 34
4516,茶叶,14,78 11 76
7219,电脑,52,98 95 88
820,垃圾袋,35,27 18 95
1919,椅子,45,11 99 41
7316,电脑,43,85 96 9
7416,矿泉水,70,8 62 5
4620,电脑,65,89 4 62
2019,苹果,16,56 96 48
3018,香蕉,41,75 85 66
7816,香蕉,20,21 47 42
2118,苹果,8,58 69 38
1325,帽子,52,92 31 79
7916,垃圾袋,18,66 66 78
3118,书,71,24 51 79
8016,上衣,45,94 90 25
3218,苹果,81,45 9 95
5019,茶叶,9,32 96 85
8118,帽子,51,12 59 57
5117,垃圾袋,55,44 8 58
3320,椅子,54,54 70 10
7513,书,32,17 76 32
7617,矿泉水,94,92 11 11
4814,椅子,11,57 63 24
7715,苹果,85,5 49 86
4916,电脑,30,27 41 14
423,上衣,41,71 32 84
2217,键盘,39,35 74 81
8214,上衣,28,24 33 92
920,苹果,70,76 100 74
5318,苹果,72,33 47 88
8315,垃圾袋,71,2 42 24
8513,茶叶,24,92 27 86
3416,键盘,43,49 7 64
4718,键盘,27,35 79 82
1423,矿泉水,44,59 88 11
5217,蛋黄派,9,75 24 20
8418,香蕉,96,86 98 55
225,书,98,70 36 77
8616,帽子,3,80 68 36
3517,茶叶,94,32 76 75
2319,垃圾袋,43,78 72 27
9015,茶叶,11,4 91 3
9115,苹果,92,42 67 82
5817,矿泉水,64,97 60 13
1023,键盘,23,63 41 65
5915,矿泉水,76,8 63 86
9315,垃圾袋,96,82 41 21
9215,薯片,70,98 3 5
3821,椅子,14,46 29 12
8714,椅子,18,85 78 65
2416,椅子,73,55 49 83
5516,垃圾袋,55,86 36 22
8814,香蕉,53,30 58 58
521,薯片,3,96 52 52
8915,帽子,68,80 14 45
3616,香蕉,31,49 85 86
722,帽子,47,39 93 97
9415,茶叶,97,75 24 25
5617,垃圾袋,95,75 30 14
5716,薯片,51,6 69 20
127,苹果,27,52 73 58
5437,椅子,73,77 6 93
6018,薯片,46,67 55 83
6120,椅子,3,1 14 64
1519,矿泉水,92,96 96 58
2518,上衣,50,68 63 18
9614,书,90,84 26 44
9516,薯片,28,50 14 100
1620,薯片,87,21 39 36
9714,香蕉,65,48 70 11
3918,椅子,68,67 32 24
3718,上衣,31,73 72 87
6218,书,32,86 96 42
4017,矿泉水,43,1 49 60
2619,椅子,62,8 9 47
9815,薯片,80,53 55 90
6317,帽子,88,3 89 18
324,薯片,89,88 55 13
1123,帽子,36,78 37 88
6418,帽子,22,11 20 75
9915,帽子,34,40 3 13
1719,苹果,34,34 48 36
2720,垃圾袋,98,19 54 74
10016,上衣,27,75 41 19
6517,香蕉,81,45 75 62
6716,茶叶,80,75 48 44
4119,上衣,85,73 57 22
6618,矿泉水,38,64 10 2
1220,椅子,10,44 46 31
2818,书,1,71 63 87
4221,垃圾袋,99,51 37 50
1818,香蕉,87,50 52 1
6917,苹果,36,37 6 27
7016,电脑,57,13 78 45
6818,电脑,80,40 4 41
